key,en,nl,cn
hint_3_soundmode_3d,"Sound mode 3: speech including readbacks (via Windows TTS, using the English US and UK languages).","Geluidmodus 3: spraak met readbacks, via android tekst-naar-spraak (via Windows TTS met Engelse VS en VK stemmen).",播报模式3：语音包括复诵（通过Windows TTS，使用英语美式和英式语言）。
hint_3_soundmode_3e,Note: volume radio is 0.,Let op: het volume van de radio staat op 0.,注意：无线电音量为0。
hint_3_speechrate_auto,Automatic speech rate.,Automatische spraaksnelheid.,自动语音速率。
hint_3_speechrate_fixed,Fixed speech rate.,Vaste spraaksnelheid.,固定语音速率。
hint_3_speechrate_set,Speech rate set at {STATE}%.,Spraaksnelheid is {STATE}%.,语音速率设置为{STATE}%。
hint_3_speed_auto_on_1,"Automatic speed adjustment: 1x when interacting with planes, and 1.5x when idle.","Automatische snelheidsaanpassing: 1x wanneer je met een vliegtuig bezig bent, en 1.5x als je niks doet.",自动速度调整：与飞机交互时1x，空闲时1.5x。
hint_3_speed_auto_set,Speed will switch between 1.0x and {AMOUNT}x.,Snelheid zal switchen tussen 1.0x en {AMOUNT}x.,速度将在1.0x和{AMOUNT}x之间切换。
hint_3_speed_fixed,Fixed speed.,Vaste snelheid.,固定速度。
hint_3_speed_realtime,Speed 1x.,Snelheid 1x.,速度1x。
hint_3_speed_set,Simulation speed set to to {AMOUNT}x.,Simulatiesnelheid ingesteld op {AMOUNT}x.,模拟速度设置为{AMOUNT}x。
hint_3_start_new_1,"To start a new game, doubletap the {AIRPORT} button.","Om een nieuw spel te starten, dubbelklik je op de knop {AIRPORT}.",要开始新游戏，请双击{AIRPORT}按钮。
hint_3_start_new_2,"To start a new game, doubleclick the {AIRPORT} button.","Om een nieuw spel te starten, dubbelklik je op de knop {AIRPORT}.",要开始新游戏，请双击{AIRPORT}按钮。
hint_3_startnewgame_1,Press {button_newgame} again to start a new game.,Druk op {button_newgame} om een nieuw spel te starten.,再次按{button_newgame}以开始新游戏。
hint_3_startnewgame_2,Press the {AIRPORT} button again to start a new game.,Druk nogmaals op {AIRPORT} om een nieuw spel te starten.,再次按{AIRPORT}按钮以开始新游戏。
hint_3_startnewgame_3,Press the button again to start a new game.,Druk nogmaals op de knop om een nieuw spel te starten.,再次按按钮以开始新游戏。
hint_3_startnewgame_4,Loading airport,Luchthaven wordt geladen,正在加载机场
hint_3_sweep_rpm,"The antenna rotates at {AMOUNT} RPM, and plane positions are updated less frequently.","De antenne roteert met {AMOUNT} RPM, en de posities van de vliegtuigen wordt minder frequent geupdate.",天线以{AMOUNT} RPM旋转，飞机位置更新频率较低。
hint_3_sweep_set,Radar sweep is set at {AMOUNT} {UNIT}.,Radarsweep is ingesteld op {AMOUNT} {UNIT}.,雷达扫描设置为{AMOUNT}{UNIT}。
hint_3_swipe_disable,Heading-by-swipe disabled.,Heading-door-swipe uitgeschakeld.,滑动航向已禁用。
hint_3_swipe_enable,Heading-by-swipe enabled.,Heading-door-swipe ingeschakeld.,滑动航向已启用。
hint_3_ta_default,Default transition altitude for {AIRPORT}.,Standaard transition altitude voor luchthaven {AIRPORT}.,{AIRPORT}的默认过渡高度。
hint_3_ta_raised,Transition altitude is set 1000 feet higher than the default TA.,Transition altitude is nu 1000 voet hoger dan de normale TA.,过渡高度比默认TA高1000英尺。
hint_3_ta_raised_2,This allows for approaches from altitudes up to 4000 feet,Dit maakt naderingen mogelijk vanaf hoogtes tot wel 4000 voet.,这允许从高达4000英尺的高度进近。
hint_3_target_style,Target style,Targetstijl,目标样式
hint_3_targets,{COLOR} targets.,,{COLOR}目标。
hint_3_targets_same_label,Target color same as label color.,Targetkleur hetzelfde als de labelkleur.,目标颜色与标签颜色相同。
hint_3_text_input,"Text Input (A-Z, 0-9) {STATE}.","Tekstinput (A-Z, 0-9) {STATE}.",文本输入（A-Z，0-9）{STATE}。
hint_3_timer_30m,Timer is set at 30 minutes. You can choose what action will happen after the timer runs out.,Timer is ingesteld op 30 minuten. Je kan kiezen welke actie zal gebeuren als de timer afgelopen is.,计时器设置为30分钟。您可以选择计时器结束后将发生什么操作。
hint_3_timer_action_end_1,Airspace will be automatically closed after timer runs out.,Het luchtruim zal vanzelf dichtgaan als de timer afgelopen is.,计时器结束后空域将自动关闭。
hint_3_timer_action_end_2,"Note: when this happens, scoring goals and high scores will be disabled, until a new game is started.","Merk op dat wanneer dit gebeurt, het scoren van doelen en highscores niet meer mogelijk is, totdat een nieuw spel wordt gestart.",注意：当发生这种情况时，得分目标和最高分将被禁用，直到开始新游戏。
hint_3_timer_action_exit,Game will automatically save and exit after timer runs out.,Het spel zal vanzelf opslaan en afsluiten als de timer afgelopen is.,计时器结束后游戏将自动保存并退出。
hint_3_timer_action_msg,Game will only display a message when the timer runs out.,Het spel zal alleen een bericht laten zien als de timer afgelopen is.,计时器结束后游戏将仅显示消息。
hint_3_timer_inactive,Timer is available in the full version.,De timer is beschikbaar in de volledige versie.,计时器在完整版本中可用。
hint_3_timer_off,Timer off.,Timer uit.,计时器关闭。
hint_3_timer_on,Timer on.,Timer aan.,计时器开启。
hint_3_timer_quit,Timer: game will exit now.,Timer: spel zal nu afsluiten.,计时器：游戏现在将退出。
hint_3_timer_reset,Timer reset.,Timer is gereset.,计时器重置。
hint_3_timer_resumed,Timer resumed.,Timer is hervat.,计时器已恢复。
hint_3_timer_set_1,Timer set at 1 minute.,Timer ingesteld op 1 minuut.,计时器设置为1分钟。
hint_3_timer_set_2,Timer set at {AMOUNT} minutes.,Timer ingesteld op {AMOUNT} minuten.,计时器设置为{AMOUNT}分钟。
hint_3_timer_set_3,Plane countdown set at 1 landing.,Vliegtuigteller ingesteld op 1 landing.,飞机倒计时设置为1次降落。
hint_3_timer_set_4,Plane countdown set at {AMOUNT} landings.,Vliegtuigteller ingesteld op {AMOUNT} landingen.,飞机倒计时设置为{AMOUNT}次降落。
hint_3_timer_togo,Timer: {AMOUNT} seconds to go.,Timer: {AMOUNT} seconden te gaan.,计时器：还剩{AMOUNT}秒。
hint_3_timer_togo_close_1,Timer: 1 minute to go until airspace closure.,Timer: 1 minuut te gaan totdat het luchtruim sluit.,计时器：距离空域关闭还剩1分钟。
hint_3_timer_togo_close_2,Note: high scores and goals will be disabled until a new game is started.,Opmerking: highscores en doelen zullen worden gedeactiveerd totdat een nieuw spel wordt gestart.,注意：最高分和目标将被禁用，直到开始新游戏。
hint_3_timer_togo_close_3,Warning: this will end the scenario unsuccessfully.,Waarschuwing: dit zal het scenario zonder succes laten eindigen.,警告：这将使场景不成功地结束。
hint_3_timer_togo_quit_1,Timer: 1 minute to go until auto exit.,Timer: 1 minuut te gaan totdat het spel af zal sluiten.,计时器：距离自动退出还剩1分钟。
hint_3_timer_togo_quit_2,Thanks for trying the demo version!,Bedankt voor het uitproberen van de demoversie!,感谢试用演示版本！
hint_3_tip_circle_once_1,Separation circles on. Longpress for double size circles.,Separatiecirkels aan. Druk lang in om te switchen naar dubbele grootte.,冲突圈开启。长按获得双倍大小圆圈。
hint_3_tip_circle_once_2,Separation circles on. Press {KEY} to toggle circles.,Separatiecirkels aan. Druk op {KEY} om de cirkels in of uit te schakelen.,冲突圈开启。按{KEY}切换圆圈。
hint_3_tip_circle_twice,Tip: longpress the {button_circle} button to set the circles twice as large.,Tip: druk de knop {button_circle} lang in om de cirkels twee keer zo groot te maken.,提示：长按{button_circle}按钮将圆圈设置为两倍大小。
hint_3_tip_circle_twice_2,"Separation circles on, double size. Longpress to switch to default size.","Separatiecirkels aan, dubbele grootte. Druk lang in om te switchen naar stardaardgrootte.",冲突圈开启，双倍大小。长按切换到默认大小。
hint_3_tip_curve,Tip: longpress the {button_line} button to toggle curved heading lines off.,Tip: druk de knop {button_line} lang in om gekromde lijnen in of uit te schakelen.,提示：长按{button_line}按钮切换曲线航向线关闭。
hint_3_tip_enable_pressure,"Tip: to enable air pressure simulation, go to the {button_realism} menu and press the {button_pressure} button.","Tip: om luchtdruk-simulatie aan te zetten, ga je naar het menu {button_realism} en druk je op de knop {button_pressure}.",提示：要启用气压模拟，请转到{button_realism}菜单并按{button_pressure}按钮。
hint_3_tip_open_rwys,"Tip: to open more runways, go to the {button_runways} menu and increase the {menu_runways_8}.","Tip: om meer banen te openen, ga je naar het menu {button_runways} en verhoog je de {menu_runways_8}.",提示：要开放更多跑道，请转到{button_runways}菜单并增加{menu_runways_8}。
hint_3_toggle_keyboard,Toggled soft keyboard.,,切换软键盘。
hint_3_type_code,Tip: type the airport code for quicker navigation.,Tip: typ een airportcode in voor snellere navigatie.,提示：输入机场代码以更快导航。
hint_3_ui_dark,Dark user interface.,Donkere gebruikersinterface.,深色用户界面。
hint_3_ui_light,Light user interface.,Lichte gebruikersinterface.,浅色用户界面。
hint_3_update_rate_default_1,Default update rate (2 Hz / battery efficient).,Standaard updatefrequentie (2 Hz / batterij-efficient).,默认更新率（2 Hz / 节能）。
hint_3_update_rate_default_2,Default update rate (2 Hz).,Standaard updatefrequentie (2 Hz).,默认更新率（2 Hz）。
hint_3_update_rate_fast_1,Fast update rate enabled.,Hoge updatefrequentie ingeschakeld.,快速更新率已启用。
hint_3_update_rate_fast_2,"Tip: for smoother plane movement, also set {button_sweep} to 0 seconds.",Tip: voor soepelere vliegtuigbewegingen kun je {button_sweep} op 0 seconde zetten.,提示：为了更平滑的飞机移动，也将{button_sweep}设置为0秒。
hint_3_update_rate_fast_3,Fast update rate enabled: smoother plane movement but slightly less battery efficient.,Hoge updatefrequentie ingeschakeld: soepelere vliegtuigbewegingen maar wel iets hoger batterijgebruik.,快速更新率已启用：更平滑的飞机移动但电池效率稍低。
hint_3_var_weather,Variable weather.,Weersomstandigheden kunnen veranderen.,可变天气。
hint_3_view_locked,View is locked.,De radar is vergrendeld.,视图已锁定。
hint_3_view_locked_2,View is now locked (panning/zooming is not possible anymore).,Scherm is nu vergrendeld (pannen/zoomen is niet meer mogelijk).,视图现在已锁定（平移/缩放不再可能）。
hint_3_view_unlocked,View is unlocked (panning/zooming enabled).,Scherm is ontgrendeld (pannen/zoomen ingeschakeld).,视图已解锁（平移/缩放已启用）。
hint_3_warning_goals,Warning: changing the skill level disables scoring goals and high scores.,Waarschuwing: het veranderen van de skill zal doelen en highscores uitschakelen.,警告：更改技能水平将禁用得分目标和最高分。
hint_3_wind_calm,Wind is calm.,De wind is kalm.,风平静。
hint_3_wind_disabled,Note: wind is currently disabled.,Merk op dat de wind uitgeschakeld is.,注意：风当前已禁用。
menu_airport_2,More options in the full version:,Meer opties in de volledige versie:,完整版本中的更多选项：
menu_airport_3,More airports in the full version:,Meer luchthavens in de volledige versie:,完整版本中的更多机场：
menu_airport_4,Check it out in the Play Store:,Check het in de Play Store:,在Play商店查看：
menu_airport_5,for more info,voor meer info,了解更多信息
menu_airspaceclosed,airspace closed,luchtruim gesloten,空域关闭
menu_altitude,Altitude,,高度
menu_controls_1,Mouse controls for planes:,Muisbediening voor vliegtuigen:,飞机的鼠标控制：
menu_controls_10,Text Input:,Tekstinput:,文本输入：
menu_controls_11,Add spaces between inputs.,Voeg spaties toe tussen inputs.,在输入之间添加空格。
menu_controls_12,For example:,Bijvoorbeeld:,例如：
menu_controls_13,Keypad Text Input ({KEY} to enable):,Keypad Tekstinput ({KEY} om in te schakelen):,键盘文本输入（按{KEY}启用）：
menu_controls_14,Keypad Text Input:,Keypad Tekstinput:,键盘文本输入：
menu_controls_15,"No spaces required when using these Keypad Text Inputs, for example:","Geen spaties nodig bij deze Keypad inputs, bijvoorbeeld:",使用这些键盘文本输入时不需要空格，例如：
menu_controls_2,Left Click to toggle a setting.,Linkerknop om te veranderen,左键点击切换设置。
menu_controls_3,Right Click to revert to default.,Rechterknop voor standaard,右键点击恢复默认。
menu_controls_4,Mouse controls for settings:,Muisbediening voor instellingen:,设置的鼠标控制：
menu_controls_5,Key controls for planes:,Toetsen voor vliegtuigen:,飞机的按键控制：
menu_controls_6,Press key...,Druk op een toets鈥?,按按键...
menu_controls_7,Click to change a key binding.,Klik om een keybinding te maken,点击更改按键绑定。
menu_controls_8,Key controls for settings:,Keycontrols voor instellingen:,设置的按键控制：
menu_controls_9,Text Input ({KEY} to enable):,Tekstinput ({KEY} om in te schakelen):,文本输入（按{KEY}启用）：
menu_controls_addcloud,Add Cloud,Wolk toevoegen,添加云
menu_controls_centerscreen,Center of screen,Midden scherm,屏幕中心
menu_controls_cursor,Cursor,,光标
menu_controls_decrease,Decrease,Kleiner,减少
menu_controls_distance,Distance Tool,Afstandsmeter,距离工具
menu_controls_double,Double,Dubbel,双倍
menu_controls_down,Down,Omlaag,向下
menu_controls_drag,Drag,Slepen,拖动
menu_controls_expedite,Expedite,,加速
menu_controls_increase,Increase,Groter,增加
menu_controls_keypad,Keypad,,键盘
menu_controls_left,Left,Links,向左
menu_controls_leftclick,Left Click,Linkerklik,左键点击
menu_controls_leftright,Left + Right Click,Links + Rechtsklik,左+右键点击
menu_controls_menu,Menu,,菜单
menu_controls_middleclick,Middle Click,Middelklik,中键点击
menu_controls_panview,Pan View,,平移视图
menu_controls_quitgame,Quit Game,Spel sluiten,退出游戏
menu_controls_resetview,Reset View,,重置视图
menu_controls_right,Right,Rechts,向右
menu_controls_rightclick,Right Click,Rechterklik,右键点击
menu_controls_scroll,Scroll,,滚动
menu_controls_select,Select Plane,Selecteer vliegtuig,选择飞机
menu_controls_simspeed,Sim Speed,Simsnelheid,模拟速度
menu_controls_textinput,Text Input,Tekst Input,文本输入
menu_controls_up,Up,Omhoog,向上
menu_controls_vnormal,Normal Speed,Normale Snelheid,正常速度
menu_controls_zoomin,Zoom In,Inzoomen,放大
menu_controls_zoomout,Zoom Out,Uitzoomen,缩小
menu_controls_zoomrel,Zoom Relative,Zoom relatief,相对缩放
menu_controls_zoomstepless,Zoom Stepless,Zoom staploos,无级缩放
menu_controls_zoomsteps,Zoom Steps,Zoom stappen,缩放步进
menu_controls_zoomtoggle,Zoom Toggle,,缩放切换
menu_direction,Turn Direction,Stuurrichting,转向方向
menu_display_1,Longpress for extra option,Lang indrukken voor extra optie,长按获取额外选项
menu_flow,flow,,流量
menu_flow_in,flow in,,进场流量
menu_flow_out,out,,离场流量
menu_heading,Heading,,航向
menu_headings,Headings,,航向
menu_morehelp,for more help,voor meer hulp,获取更多帮助
menu_newgame,{button_newgame} will enable score,{button_newgame} zal score activeren,{button_newgame}将启用分数
menu_page,page,pagina,页面
menu_pause_1,click to start,klik om te beginnen,点击开始
menu_pause_2,Paused - click to continue,Gepauzeerd - klik om door te gaan,已暂停 - 点击继续
menu_pause_3,Paused - tap to continue,Gepauzeerd - raak aan om door te gaan,已暂停 - 点击继续
menu_playtime,Playtime is {TIME}.,Speeltijd is {TIME}.,游戏时间为{TIME}。
menu_pressure_1,Pressure,Luchtdruk,气压
menu_rating,"If you enjoy this app, please support it by giving a rating :)","Als je deze app leuk vindt, kun je het supporten met beoordeling :)",如果您喜欢此应用，请通过评分支持它 :)
menu_realism_1,Pilot delay,Traagheid piloten,飞行员操作延迟
menu_reset_1,Tap current airport to reset,Druk op huidig vliegveld om te resetten,点击当前机场重置
menu_reset_2,Click current airport to reset,Klik op huidig vliegveld om te resetten,点击当前机场重置
menu_runways_1,Your score determines the number of active runways.,Je score bepaalt het aantal actieve banen.,您的分数决定活动跑道数量。
menu_runways_2,All runways in this configuration will be active.,Alle banen in deze configuratie zullen actief worden.,此配置中的所有跑道都将激活。
menu_runways_3,All runways in this configuration are active.,Alle banen in deze configuratie zijn actief.,此配置中的所有跑道都已激活。
menu_runways_4,Planned runways:,Geplande banen:,计划跑道：
menu_runways_5,Active runways:,Actieve banen:,活动跑道：
menu_runways_6,All runways are active.,Alle banen zijn actief.,所有跑道都已激活。
menu_runways_7,Runway configuration,Baanconfiguratie,跑道配置
menu_runways_8,Custom score,Custom score,自定义分数
menu_scenario,scenario,,场景
menu_score,score,,分数
menu_skill,skill,,技能水平
menu_sound_0,Volume alerts,Volume alerts,警报音量
menu_sound_1,Volume radio,Volume radio,无线电音量
menu_speechrate,Speech rate,Spraaksnelheid,语音速率
menu_speed,Speed,,速度
menu_speed_1,Speed,Snelheid,速度
menu_sweep_1,Radar sweep,Radarsweep,雷达扫描
menu_time,time,tijd,时间
menu_timer_1,Press '{button_on}' to reset the timer,Druk op '{button_on}' om de timer te resetten,按'{button_on}'重置计时器
menu_timer_2,Keep track of your playtime by enabling the gameplay timer.,Houd je speeltijd in de gaten door de timer te activeren.,通过启用游戏计时器跟踪您的游戏时间。
menu_timer_3,You decide when the play session is finished.,Jij bepaalt wanneer het spel afgelopen is.,您决定游戏会话何时结束。
menu_timer_4,Timer is off,De timer staat uit.,计时器关闭
menu_timer_5,Your timer is already finished!,Je timer is al afgelopen!,您的计时器已经结束！
menu_timer_6,Play timer,Speeltijd,游戏计时器
menu_timer_7,Landings,Landingen,降落
menu_timer_8,Action,Actie,操作
menu_traffic_1,Skill now,Skill nu,当前技评
menu_traffic_2,Skill,,技能评分
menu_traffic_3,Skill cap,,技评上限
menu_traffic_4,Flow min,,最小流量
menu_traffic_5,Flow max,,最大流量
menu_traffic_6,Flow of arrivals,Flow van arrivals,进场流量
menu_traffic_7,Flow of departures,Flow van departures,离场流量
menu_unable,Unable to meet flow setting,Flowsetting kan niet behaald worden,无法满足流量设置
menu_weather_1,Wind direction,Windrichting,风向
menu_weather_2,Speed,Snelheid,速度
stats_all_goals_1,You achieved all goals!,Je hebt alle doelen behaald!,您已实现所有目标！
stats_all_goals_2,You achieved all goals! Weather option is now unlocked in the menu.,Je hebt alle doelen behaald! Weeroptie is nu ontgrendeld in het menu.,您已实现所有目标！天气选项现已在菜单中解锁。
stats_all_no_goals_1,Goals cannot be scored in scenario mode.,Doelen kunnen niet gescoord worden in scenariomodus.,场景模式中无法计分目标。
stats_all_no_goals_2,Goals cannot be scored in current custom game.,Doelen kunnen niet gescoord worden in een custom spel.,当前自定义游戏中无法计分目标。
stats_continue_1,goals - tap to continue,Doelen 鈥?klik om door te gaan.,目标 - 点击继续
stats_continue_2,goals - click to continue,Doelen 鈥?klik om door te gaan.,目标 - 点击继续
stats_current_airport,Highest score at current airport ({AIRPORT}),Hoogste score op de huidige luchthaven ({AIRPORT}),当前机场最高分（{AIRPORT}）
stats_current_playtime,Playtime of current session (excluding pauses) is {AMOUNT}.,Speeltijd van de huidige sessie (exclusief pauzes) is {AMOUNT},当前会话游戏时间（不包括暂停）为{AMOUNT}。
stats_delay,1 delay,1 vertraging,1次延迟
stats_delays,{NUMBER} delays,{NUMBER} vertragingen,{NUMBER}次延迟
stats_diversion,1 diversion,1 uitwijker,1次改航
stats_diversions,{NUMBER} diversions,{NUMBER} uitwijkers,{NUMBER}次改航
stats_elapsedtime,elapsed time,verstreken tijd,已用时间
stats_endurance,Endurance,Langdurig,耐力
stats_endurance_goal,land {AMOUNT} planes in one game,land {AMOUNT} vliegtuigen in een spel,在一场游戏中降落{AMOUNT}架飞机
stats_flawless,Flawless,Foutloos,完美无瑕
stats_flawless_goal,land the first {AMOUNT} planes without any mistakes,land de eerste {AMOUNT} vliegtuigen zonder enige fouten,无任何错误降落前{AMOUNT}架飞机
stats_flow_1,", {NUMBER} per hour",", {NUMBER} per uur",，每小时{NUMBER}
stats_flow_2,", {NUMBER}/h",,，{NUMBER}/小时
stats_goaround,1 go-around,1 doorstart,1次复飞
stats_goarounds,{NUMBER} go-arounds,{NUMBER} doorstarts,{NUMBER}次复飞
stats_highestscore,Highest score,Hoogste score,最高分
stats_highscore,high score,hoogste score,最高分
stats_incident,1 separation incident,1 separatieincident,1次间隔事件
stats_incidents,{NUMBER} separation incidents,{NUMBER} separatieincidenten,{NUMBER}次间隔事件
stats_landing,1 landing,,1次降落
stats_landings,{NUMBER} landings,{NUMBER} landingen,{NUMBER}次降落
stats_overall,Highest overall score (achieved at {AIRPORT}),Hoogste score overal (behaald op {AIRPORT}),总体最高分（在{AIRPORT}实现）
stats_plane_1,1 plane controlled by you,1 vliegtuig onder jouw leiding,1架由您控制的飞机
stats_plane_2,1 plane in control,1 in begeleiding,1架在控制中
stats_planes_1,{NUMBER} planes controlled by you,{NUMBER} vliegtuigen onder jouw leiding,{NUMBER}架由您控制的飞机
stats_planes_2,{NUMBER} planes in control,{NUMBER} in begeleiding,{NUMBER}架在控制中
stats_playtime,playtime,speeltijd,游戏时间
stats_safe,Safe,Veilig,安全
stats_safe_goal,land the first {AMOUNT} planes without separation incidents,land de eerste {AMOUNT} vliegtuigen zonder separatieincidenten,无间隔事件降落前{AMOUNT}架飞机
stats_scen_not_yet,Scenario for current airport not accomplished yet,Scenario van de huidige luchthaven is nog niet volbracht.,当前机场场景尚未完成。
stats_scenarios_1,Scenarios completed without mistakes,Scenario鈥檚 volbracht zonder fouten,无错误完成的场景
stats_scenarios_2,Scenarios completed,Scenario鈥檚 volbracht,已完成的场景
stats_scenarios_3,Scenarios completed (see the {button_traffic} menu),Scenario鈥檚 volbracht (zie het {button_traffic}-menu),已完成的场景（参见{button_traffic}菜单）
stats_scenarios_4,Scenarios completed (see the {button_traffic} menu at EHAM airport),Scenario鈥檚 volbracht (zie het {button_traffic}-menu op luchthaven EHAM),已完成的场景（参见EHAM机场的{button_traffic}菜单）
stats_scenarios_5,Best scenario time,Beste scenariotijd,最佳场景时间
stats_scenarios_6,Scenario has not been completed (see the {button_traffic} menu),Scenario is nog niet volbracht (zie het {button_traffic}-menu),场景尚未完成（参见{button_traffic}菜单）
stats_scenarios_7,Best scenario time for current airport,Beste scenariotijd op de huidige luchthaven,当前机场最佳场景时间
stats_scenarios_8,Lowest overall score,Laagste score overal,总体最低分
stats_simhours,Total number of simulated hours elapsed,Totaal aantal verstreken uren,模拟时长
stats_statistics,Statistics:,Statistieken:,统计：
stats_systemtime,system time,systeemtijd,系统时间
stats_takeoff,1 takeoff,1 start,1次起飞
stats_takeoffs,{NUMBER} takeoffs,{NUMBER} starts,{NUMBER}次起飞
stats_timerfinished,", timer finished",", timer afgelopen",，计时器结束
stats_timeroff,", timer off",", timer uit",，计时器关闭
stats_togo,", {NUMBER} to go",", {NUMBER} te gaan",，还剩{NUMBER}
stats_totalplanes,Total number of planes landed,Totaal aantal landingen,总降落飞机数
stats_totaltime,total time,totale tijd,总时间
stats_unlocked,unlocked,toegankelijk,已解锁
